Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Coyoacán;2;0;0;90;9450.0;5523.0;854.0
Narvarte;2;1;0;85;6475.0;1540.0;168.0
Santa Fe;2;1;1;72;7000.0;2800.0;217.0
Narvarte;3;1;0;85;8750.0;2275.0;290.5
Santa Fe;3;2;1;110;8015.0;5600.0;875.0
Narvarte;3;0;0;104;6300.0;1400.0;0.0
Narvarte;2;1;1;90;8750.0;2100.0;455.0
Doctores;3;1;1;94;3150.0;2100.0;0.0
Coyoacán;2;0;0;73;7700.0;1960.0;738.5
San Ángel;3;0;0;120;9450.0;3080.0;833.0
Santa Fe;4;1;1;120;8575.0;6223.0;1312.5
Peralvillo;3;1;1;87;4200.0;2415.0;311.5
Condesa;3;0;0;80;8750.0;4011.0;336.0
Roma;2;1;0;73;8050.0;2800.0;0.0
Doctores;3;1;1;90;6300.0;2275.0;262.5
Juárez;2;0;0;84;9275.0;3010.0;556.5
Santa Fe;2;1;1;78;7700.0;3850.0;315.0
San Ángel;3;0;1;120;10150.0;3080.0;836.5
Santa Fe;2;1;1;80;7000.0;4725.0;0.0
Condesa;3;0;1;100;8750.0;3500.0;420.0
Narvarte;3;1;1;118;9100.0;2079.0;563.5
Narvarte;4;1;0;131;9800.0;2047.5;4819.5
San Rafael;2;0;0;72;5600.0;2870.0;0.0
Polanco;3;1;0;73;9450.0;3710.0;588.0
Del Valle;3;0;0;110;9100.0;2730.0;210.0
Narvarte;3;1;0;100;7000.0;2800.0;0.0
Santa Fe;2;1;0;75;4025.0;4060.0;0.0
Condesa;3;1;1;75;9450.0;2145.5;0.0
Condesa;3;1;0;160;8750.0;7700.0;1050.0
San Pedro de los Pinos;2;1;0;83;5600.0;2628.5;0.0
Narvarte;2;1;0;79;7000.0;3118.5;0.0
Narvarte;2;1;0;76;8750.0;2534.0;0.0
Roma;2;1;1;90;10325.0;3591.0;752.5
Condesa;3;1;0;105;8750.0;4900.0;770.0
Bosques de las Lomas;2;1;1;82;9800.0;4445.0;819.0
Santa Fe;3;1;1;110;10150.0;2520.0;980.0
Condesa;3;0;0;120;9450.0;4154.5;1067.5
San Rafael;3;0;0;90;5775.0;875.0;245.0
Condesa;2;1;0;80;9100.0;2957.5;315.0
Santa Fe;2;2;1;140;6650.0;3325.0;630.0
Condesa;2;0;0;74;7700.0;3325.0;0.0
Las Águilas;3;2;1;84;7000.0;3150.0;2884.0
Santa Fe;4;3;4;148;5250.0;5600.0;686.0
San Miguel Chapultepec;2;0;0;80;3500.0;1750.0;87.5
San Pedro de los Pinos;2;1;1;80;9625.0;2639.0;374.5
Narvarte;3;2;1;135;8750.0;4340.0;0.0
Narvarte;3;0;0;100;5600.0;1575.0;364.0
Narvarte;3;1;0;148;7700.0;3465.0;686.0
San Miguel Chapultepec;3;0;0;75;5250.0;2030.0;0.0
Narvarte;3;0;0;96;6300.0;3500.0;336.0
Santa Fe;3;2;1;92;9975.0;4077.5;955.5
Condesa;3;0;0;110;9450.0;3500.0;770.0
San Miguel Chapultepec;2;1;0;84;5950.0;1925.0;378.0
Narvarte;3;2;1;110;7875.0;3150.0;0.0
Arboledas;2;1;0;80;3850.0;1288.0;245.0
Del Valle;4;0;0;110;9100.0;2684.5;444.5
Arboledas;2;1;1;73;4200.0;2625.0;0.0
Roma;3;0;1;88;8750.0;2002.0;532.0
Narvarte;3;1;1;106;7000.0;3150.0;0.0
Peralvillo;2;1;1;75;4200.0;1610.0;0.0
Narvarte;2;2;1;100;5600.0;2835.0;483.0
Condesa;3;0;0;84;8050.0;2520.0;444.5
Narvarte;3;1;0;110;8715.0;3850.0;493.5
Narvarte;2;1;1;95;5775.0;3500.0;0.0
Condesa;3;0;0;90;10150.0;3150.0;0.0
Narvarte;2;1;0;84;6475.0;3290.0;665.0
Santa Fe;2;1;1;88;7700.0;5239.5;840.0
Santa Fe;2;1;1;86;8750.0;3500.0;609.0
Narvarte;3;0;0;80;6300.0;1722.0;315.0
Santa Fe;4;2;1;115;9800.0;6300.0;875.0
Narvarte;3;2;1;82;9100.0;3577.0;630.0
Lindavista Sur;3;2;2;194;5950.0;4025.0;493.5
Polanco;2;1;0;80;8750.0;2765.0;679.0
Polanco;2;1;1;72;9800.0;3290.0;490.0
Narvarte;2;0;1;74;7700.0;2275.0;525.0
Santa Fe;2;3;2;115;8750.0;13300.0;2100.0
Narvarte;2;1;0;85;5950.0;2030.0;350.0
Santa Fe;3;1;1;74;7875.0;2100.0;259.0
Narvarte;3;1;0;103;6825.0;2135.0;346.5
Narvarte;2;1;1;90;8400.0;2800.0;280.0
Condesa;3;0;0;80;7700.0;875.0;70.0
Del Valle;3;0;0;120;9450.0;2450.0;455.0
Peralvillo;2;1;0;80;3500.0;1855.0;87.5
Santa Fe;2;1;1;78;6300.0;2205.0;210.0
Roma Norte;2;1;1;90;5250.0;2240.0;0.0
Santa Fe;2;1;1;74;7000.0;3871.0;0.0
Santa Fe;3;2;2;72;8400.0;2135.0;234.5
Roma;2;0;0;80;8750.0;2800.0;0.0
Del Valle;3;2;0;155;5250.0;9100.0;1148.0
Narvarte;3;1;0;115;7875.0;3500.0;0.0
Condesa;3;0;0;92;6650.0;4851.0;388.5
Narvarte;3;1;0;85;7000.0;3272.5;0.0
Condesa;3;0;0;80;9450.0;2660.0;630.0
Narvarte;2;1;1;90;8750.0;3395.0;577.5
Napoles;2;0;0;82;9800.0;2590.0;0.0
Villa de Guadalupe;3;1;1;71;5250.0;2205.0;0.0
Del Valle;3;0;0;125;9450.0;2100.0;119.0
Santa Fe;3;2;1;104;8400.0;2800.0;717.5
Narvarte;2;1;1;75;4550.0;1925.0;0.0
Peralvillo;3;1;1;93;4900.0;3444.0;294.0
Santa Fe;2;1;2;80;6650.0;3500.0;630.0
Polanco;2;0;1;74;9800.0;4980.5;0.0
Santa Fe;2;1;1;85;10325.0;2450.0;213.5
Narvarte;3;2;1;119;8750.0;2905.0;0.0
Santa Fe;2;1;1;74;7000.0;4550.0;875.0
Santa Fe;3;2;1;110;9800.0;3850.0;1263.5
San Pedro de los Pinos;2;1;1;105;8050.0;4480.0;808.5
Narvarte;3;1;0;73;7350.0;2275.0;339.5
El Contadero;3;0;0;80;5950.0;1330.0;455.0
Nueva Santa María;3;0;0;80;5250.0;1575.0;0.0
San Miguel Chapultepec;2;1;0;74;4900.0;2205.0;0.0
Narvarte;3;1;1;105;8225.0;3125.5;514.5
Condesa;3;0;0;110;9450.0;3500.0;70.0
El Contadero;2;1;0;95;5775.0;1417.5;2170.0
Coyoacán;2;0;0;76;8050.0;2275.0;567.0
Peralvillo;3;2;1;77;5600.0;2275.0;0.0
Las Águilas;3;1;1;73;5600.0;2086.0;35.0
Condesa;2;0;0;108;10325.0;4025.0;0.0
Condesa;2;0;0;85;9800.0;2625.0;416.5
Narvarte;2;0;0;77;6300.0;1767.5;0.0
Santa Fe;2;1;1;74;6300.0;3850.0;420.0
Peralvillo;2;1;1;78;4200.0;2310.0;206.5
Tepalcatlalpan;2;1;0;80;2800.0;885.5;0.0
Santa Fe;2;1;1;90;8750.0;3850.0;469.0
Narvarte;3;1;1;79;6825.0;3850.0;0.0
Narvarte;2;1;0;76;4900.0;2702.0;290.5
Condesa;2;0;0;80;8750.0;2800.0;0.0
Condesa;3;0;0;114;9800.0;2975.0;710.5
Narvarte;4;1;0;131;9800.0;2047.5;4819.5
Santa Fe;2;1;1;80;8750.0;3360.0;0.0
Condesa;3;1;0;95;10150.0;4550.0;560.0
Condesa;2;0;0;80;8050.0;3132.5;602.0
Santa Fe;4;3;4;148;8750.0;4795.0;0.0
Arboledas;2;1;0;84;4200.0;1407.0;0.0
San Rafael;2;1;0;86;6650.0;1956.5;0.0
Narvarte;3;0;0;88;5600.0;2814.0;322.0
Santa Fe;3;2;1;172;8050.0;5600.0;1575.0
Narvarte;3;1;1;110;5075.0;4532.5;0.0
Santa Fe;3;1;1;87;5600.0;4627.0;0.0
Condesa;2;0;0;100;9100.0;5250.0;455.0
San Rafael;2;0;0;81;4200.0;1400.0;262.5
Condesa;2;0;0;80;10150.0;3367.0;490.0
Santa Fe;2;0;1;81;8750.0;5285.0;0.0
Condesa;2;0;0;110;9450.0;3605.0;840.0
Condesa;2;0;0;72;8050.0;2327.5;0.0
Condesa;2;0;0;79;6825.0;3538.5;0.0
Condesa;3;0;1;120;9800.0;3675.0;350.0
Narvarte;3;1;1;125;8400.0;3045.0;493.5
Narvarte;2;1;0;80;3500.0;2149.0;0.0
Del Valle;2;1;1;86;9800.0;4266.5;745.5
Roma;2;0;0;73;8400.0;2065.0;493.5
Los Reyes Coyoacán;2;0;0;78;2625.0;1043.0;45.5
Santa Fe;2;1;1;90;8050.0;4550.0;0.0
Santa Fe;2;1;1;88;8400.0;3360.0;343.0
Narvarte;2;0;0;75;7350.0;1687.0;308.0
Condesa;3;1;0;130;10325.0;4410.0;658.0
Polanco;3;1;0;100;10150.0;3804.5;616.0
El Contadero;3;2;1;104;9450.0;2450.0;560.0
Santa Fe;2;1;2;100;9481.5;3990.0;0.0
Del Valle;2;0;1;80;6300.0;4200.0;336.0
Santa Fe;2;1;1;100;9450.0;4025.0;0.0
Condesa;3;1;0;105;9450.0;3937.5;812.0
Lomas de Chapultepec;2;2;1;90;9800.0;4805.5;1599.5
Narvarte;3;0;0;92;5600.0;2817.5;560.0
Coyoacán;2;0;0;115;9450.0;5495.0;612.5
Bosques de las Lomas;2;1;0;72;7350.0;3762.5;805.0
Santa Fe;2;2;1;73;9625.0;4592.0;472.5
Mixcoac;2;1;0;101;7000.0;1508.5;434.0
Narvarte;3;1;1;165;9275.0;4578.0;0.0
Centro Histórico;3;0;0;76;5950.0;1225.0;0.0
Roma;3;2;1;120;9800.0;4900.0;1050.0
Santa Fe;3;2;1;120;10150.0;5250.0;1085.0
Narvarte;2;1;1;94;7000.0;2275.0;0.0
San Rafael;2;1;0;71;4550.0;1925.0;378.0
Condesa;3;0;0;97;7350.0;3045.0;0.0
Peralvillo;2;1;1;110;3850.0;1578.5;486.5
Roma;3;0;0;120;9100.0;2800.0;420.0
Narvarte;2;0;1;110;7000.0;1575.0;448.0
Juárez;2;1;0;72;7350.0;2079.0;185.5
El Contadero;3;2;1;90;7000.0;1225.0;0.0
Casa Blanca;3;2;1;85;7350.0;2975.0;0.0
Roma;2;1;1;90;9100.0;3780.0;654.5
San Rafael;2;1;0;71;4200.0;1750.0;490.0
Santa Fe;2;1;1;77;8750.0;3951.5;770.0
Del Valle;2;0;0;100;9450.0;2275.0;350.0
Del Valle;3;0;1;97;9450.0;3363.5;504.0
Narvarte;3;1;0;175;8750.0;3920.0;0.0
Condesa;3;0;1;200;9800.0;5460.0;0.0
Condesa;2;0;1;73;10150.0;2282.0;0.0
Napoles;2;0;1;75;9100.0;3073.0;0.0
Narvarte;3;0;0;87;5250.0;2100.0;350.0
Santa Fe;2;1;1;78;8050.0;2390.5;651.0
Narvarte;2;0;0;85;4900.0;2030.0;367.5
Condesa;2;0;0;77;7000.0;2240.0;346.5
San Miguel Chapultepec;2;1;1;74;7000.0;2590.0;0.0
San Ángel;3;0;1;120;10150.0;3430.0;0.0
Santa Fe;2;1;1;90;9100.0;3850.0;847.0
Narvarte;3;2;1;108;8746.5;2555.0;525.0
Coyoacán;2;1;0;76;9450.0;3073.0;437.5
Peralvillo;2;1;1;75;5250.0;2100.0;2800.0
Zacatenco;2;1;1;73;5075.0;1435.0;140.0
Santa Fe;2;1;1;93;9800.0;3622.5;1011.5
El Contadero;3;1;0;71;6825.0;1680.0;0.0
Santa Fe;3;2;1;85;8750.0;2800.0;815.5
Santa Fe;2;1;1;81;7000.0;3675.0;0.0
Santa Fe;2;2;1;100;9625.0;3902.5;843.5
Santa Fe;2;1;1;90;7000.0;6300.0;8162.0
Narvarte;2;1;0;78;6300.0;2170.0;217.0
Santa Fe;2;1;1;85;7000.0;5075.0;472.5
Santa Fe;2;1;1;94;9100.0;4620.0;479.5
Del Valle Centro;2;1;0;75;3500.0;1855.0;0.0
Condesa;3;0;1;125;9800.0;2257.5;1274.0
San Miguel Chapultepec;2;0;0;96;4900.0;2450.0;290.5
Los Reyes Coyoacán;3;0;0;97;4550.0;525.0;136.5
Del Valle;2;0;1;90;7700.0;1890.0;483.0
Santa Fe;2;1;1;72;5950.0;3045.0;560.0
Narvarte;3;1;0;75;6650.0;3010.0;493.5
Santa Fe;2;1;1;85;7875.0;5463.5;689.5
Santa Fe;3;2;0;98;8050.0;3104.5;619.5
